Date,Name of customer,Title,Device,Tasks classification,Ticket id,Assigned to,Assisted by,Description
2026-04-22 10:37:01,Rangeli Hospital,Overall check,BA200,Break Down Call (On Site),#1733886184,Abiral Dulal,N/A,
2025-05-21 21:53:07,Rangeli Hospital,pms of ba200,BA200,PMS,#1733884735,Pradip Baral,N/A,
2024-07-15 13:03:05,Rangeli Hospital,Reaction rotor issue,BA200,Break Down Calls,#8376080,Prabhakar Neupane,N/A,
2024-10-08 13:13:33,Rangeli Hospital,Reagent and consumables agreement.,BA200,OnSite Visit,#8809071,Pradip Baral,N/A,
2024-09-03 14:49:25,Rangeli Hospital,Result fluctuation,BA200,Application,#6074126,Pradip Baral,N/A,
2024-09-08 11:26:27,Rangeli Hospital,Result fluctuation UIBC,BA200,Application,#7636086,Pradip Baral,N/A,
2025-06-13 16:31:31,Rangeli Hospital,sgpt/sgot issue,BA200,Break Down Call (On Site),#1733884843,Pradip Baral,N/A,
2026-02-12 13:16:47,Rangeli Hospital,software setup,BA200,Break Down Call (On Site),#1733885971,Sneha,N/A,
2025-03-27 21:57:36,Rangeli Hospital,substrate depletion,BA200,Break Down Calls,#1733884521,Pradip Baral,N/A,
2024-12-01 16:51:22,Rangeli Hospital,Substrate depletion,BA200,Break Down Calls,#5136033,Pradip Baral,"Anu Shrestha,",
2025-02-13 17:47:28,Rangeli Hospital,to set ADA,BA200,Break Down Calls,#1733884267,Pradip Baral,N/A,
2025-01-31 17:54:31,Rapti Academy of Health Sciences,abg training to customer,i-SMART CARE 10,OnSite Visit,#1733884204,Sujan Babu Karki,N/A,
2025-08-05 22:31:59,Rapti Academy of Health Sciences,cal not detected issue,i-SMART CARE 10,Break Down Call (On Site),#1733885147,Sneha,N/A,
2025-04-02 20:49:17,Rapti Academy of Health Sciences,cartridge issue,i-SMART CARE 10,Break Down Calls,#1733884546,Sujan Babu Karki,N/A,
2025-01-02 17:03:25,Rapti Academy of Health Sciences,Display issue,i-SMART 30 PRO,Break Down Calls,#1733884043,Prabhakar Neupane,N/A,
2025-02-14 18:51:35,Rapti Academy of Health Sciences,issue in abg analyzer,i-SMART CARE 10,Break Down Calls,#1733884277,Sujan Babu Karki,N/A,
2025-05-02 19:00:39,Rapti Academy of Health Sciences,PC ran out of problem,i-SMART 30 PRO,Break Down Calls,#1733884656,Sneha,N/A,
2025-02-02 17:49:36,Rapti Academy of Health Sciences,PMS of the machine,i-SMART 30 PRO,PMS,#1733884209,Sujan Babu Karki,N/A,
2025-09-28 14:12:40,Rapti Academy of Health Sciences,pms-care10,i-SMART CARE 10,N/A,#1733885433,N/A,N/A,
2025-08-24 09:30:35,Rapti Academy of Health Sciences,solenoid valve loose,i-SMART CARE 10,Break Down Call (On Call),#1733885237,Sneha,N/A,
2025-02-03 17:04:50,Rapti Academy of Health Sciences,machine check and training,i-SMART 30 PRO,OnSite Visit,#1733884212,Sujan Babu Karki,N/A,
2025-04-18 22:32:18,RB Diagnostics,cartridge issue,i-SMART 30 PRO,N/A,#1733884601,Samir Paudel,N/A,
2024-07-03 16:14:41,RB Diagnostics,Fan Module Issue,i-SMART 30 PRO,Break Down Calls,#1805889,N/A,N/A,
2025-06-26 11:26:18,Remind Medical Center,Breakdown,CLIA800,Break Down Call (On Site),#1733884934,Abiral Dulal,N/A,
2025-04-30 18:29:05,Remind Medical Center,clia reagent setup,CLIA800,Break Down Calls,#1733884651,Sneha,N/A,
2025-04-21 21:48:55,Remind Medical Center,clia800 software issue,CLIA800,Break Down Calls,#1733884610,Samir Paudel,N/A,
2025-05-26 21:28:25,Remind Medical Center,installation of AH600 PRO,AH600 PRO,Break Down Calls,#1733884756,Sujan Babu Karki,N/A,
2025-05-16 22:16:40,Remind Medical Center,not initialize,CLIA800,Break Down Calls,#1733884707,Samir Paudel,N/A,
2025-04-18 22:26:37,Remind Medical Center,overall all machines check,A25,Break Down Calls,#1733884596,Samir Paudel,Prasanna Sigdel,
2024-06-12 10:40:47,Remind Medical Center,Payment Issue,A25,N/A,#2779154,Sneha,N/A,The payment of A25 machine and reagent along with the reagents of Maglumi are pending
2025-06-10 20:39:46,Remind Medical Center,ultrasound installation,Apogee 3300 Neo,Installation,#1733884835,Sneha,Prasanna Sigdel,
2024-11-19 11:27:08,Remind Medical Center,3rd PMS of A25 at Remind Medical Centre,A25,N/A,#1731994928,N/A,N/A,
2025-05-12 14:29:51,Remind Medical Center,BTS350 board change,BTS350,Break Down Calls,#1733884683,Sneha,N/A,
2025-05-12 20:48:10,Remind Medical Center,Clia backtransport issue,CLIA800,Break Down Calls,#1733884684,N/A,N/A,
2025-06-02 15:08:59,Remind Medical Center,issue in A25,A25,Break Down Calls,#1733884784,Samir Paudel,N/A,
2024-05-10 10:38:53,Remind Medical Center,PMS,Apogee 3300 Neo,PMS,#5845085,Sneha,N/A,pms of A25
2025-02-09 11:01:34,Remind Medical Center,PMS of the machine - after amc pms will be done,A25,PMS,#1733884246,Sneha,N/A,
2025-07-10 09:54:00,Remind Medical Center,a25 issue,A25,Break Down Call (On Site),#1733885002,Samir Paudel,N/A,
2025-07-09 18:59:16,Remind Medical Center,A25 ISSUE IN ARM TUBE,A25,Break Down Call (On Site),#1733884993,Samir Paudel,N/A,
2025-07-07 12:38:51,Remind Medical Center,Application Issue,CLIA800,Break Down Call (On Site),#1733884984,Abiral Dulal,N/A,
2025-12-21 11:38:15,Remind Medical Center,backtransport error,CLIA800,Break Down Call (On Site),#1733885752,Abiral Dulal,Prabhakar Neupane,
2025-07-24 12:07:36,Remind Medical Center,Breakdown,CLIA800,Break Down Call (On Call),#1733885072,Prabhakar Neupane,Sneha Munankami,
2025-08-12 17:22:27,Remind Medical Center,clia issue of sample not selected,CLIA800,Break Down Call (On Call),#1733885171,Abiral Dulal,N/A,
2025-07-23 11:27:58,Remind Medical Center,issue in A25,A25,Break Down Call (On Site),#1733885070,Sujan Babu Karki,Sneha Munankami,
2025-08-18 15:17:15,Remind Medical Center,issue in clia,CLIA800,Break Down Call (On Site),#1733885205,Abiral Dulal,N/A,
2025-07-04 11:27:10,Remind Medical Center,issue in clia,CLIA800,Break Down Call (On Site),#1733884972,Abiral Dulal,Sujan Babu Karki,
2025-08-18 15:16:41,Remind Medical Center,pms of AH600pro,AH600 PRO,PMS,#1733885204,Abiral Dulal,N/A,
2025-12-21 11:41:30,Remind Medical Center,PMS of the machine,AH600 PRO,PMS,#1733885754,Abiral Dulal,Prabhakar Neupane,
2025-11-06 16:01:10,Remind Medical Center,PMS of the machine,BTS350,PMS,#1733885564,N/A,N/A,
2025-07-03 15:12:19,Remind Medical Center,PMS of the machine,H33s,PMS,#1733884966,Abiral Dulal,Sujan Babu Karki,
2025-07-03 15:11:40,Remind Medical Center,PMS of the machine,i-SMART 30 PRO,PMS,#1733884965,Abiral Dulal,N/A,
2025-07-03 15:10:34,Remind Medical Center,PMS of the machine,CLIA800,PMS,#1733884964,Abiral Dulal,Sujan Babu Karki,
2025-07-03 15:09:56,Remind Medical Center,PMS of the machine,A25,PMS,#1733884963,Abiral Dulal,N/A,
2025-12-21 11:39:20,Remind Medical Center,pms of ultrasound,Apogee 3300 Neo,PMS,#1733885753,Abiral Dulal,Prabhakar Neupane,
2025-07-25 20:34:55,Remind Medical Center,qc issue,A25,Break Down Call (On Site),#1733885081,Sneha,N/A,
2025-07-24 12:08:20,Remind Medical Center,qc issue,A25,Break Down Call (On Site),#1733885073,Prabhakar Neupane,Sneha Munankami,
2025-11-13 10:46:47,Sahara Health Center Pvt. Ltd.,Application Issue,BA200,Break Down Call (On Site),#1733885590,Samir Paudel,N/A,
2024-08-02 10:32:07,Sahara Health Center Pvt. Ltd.,PMS,BA200,PMS,#7356288,Sujan Babu Karki,N/A,
2024-06-09 12:19:10,Sahara Health Center Pvt. Ltd.,"Calibration, QC selection issue",BA200,Follow-up(Observation),#6953550,Sneha,N/A,"Calibration, qc selection issue"
2024-09-26 14:43:34,Sahara Health Center Pvt. Ltd.,PMS,BA200,PMS,#6284336,N/A,N/A,
2025-06-17 10:31:27,Sahara Health Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884862,Abiral Dulal,N/A,
2025-01-19 12:36:41,Sahara Health Center Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884126,N/A,N/A,
2024-12-12 15:38:37,Sahara Health Center Pvt. Ltd.,user training of the machine,BA200,OnSite Visit,#1733883917,N/A,N/A,
2025-11-09 11:19:11,Sahara Health Center Pvt. Ltd.,PMS,BA200,PMS,#1733885580,Sujan Babu Karki,N/A,
2025-08-12 17:23:00,Sahara Health Center Pvt. Ltd.,substrate depletion,BA200,Break Down Call (On Call),#1733885172,Abiral Dulal,N/A,
2026-01-05 09:19:15,Sahid Gangalal National Heart Center,maintenance of ventilator,NKV 550,Break Down Call (On Site),#1733885812,Samir Paudel,Prasanna Sigdel,
2026-01-02 09:48:23,Sahid Gangalal National Heart Center,maintenance of ventilator,NKV 550,Break Down Call (On Site),#1733885805,Abiral Dulal,N/A,
2025-12-28 11:20:01,Sahid Gangalal National Heart Center,pm kit change,NKV 550,Break Down Call (On Site),#1733885786,Samir Paudel,"Abiral Dulal,Pratikshya Budhathoki",
2025-12-28 11:19:19,Sahid Gangalal National Heart Center,to change pm kit,NKV 550,Break Down Call (On Site),#1733885785,Samir Paudel,"Abiral Dulal,Pratikshya Budhathoki",
2024-12-12 08:10:07,Sahid Gangalal National Heart Center,Ventilator - PMS and Expiry ALERT !! (Batch #4),NKV 550,PMS,#1733883913,Samir Paudel,"Prasanna Sigdel,",
2025-03-17 21:13:00,Sahid Gangalal National Heart Center,ventilator check,NKV 550,Break Down Calls,#1733884462,Samir Paudel,N/A,
2025-05-06 17:59:35,Sahid Gangalal National Heart Center,ventilator issue,NKV 550,Break Down Calls,#1733884663,Samir Paudel,N/A,
2024-12-20 14:24:48,Sahid Gangalal National Heart Center,ventilator o2 sensor replace,NKV 550,Break Down Calls,#1733883963,Prabhakar Neupane,Prasanna Sigdel,
2025-02-24 16:44:47,Sahid Gangalal National Heart Center,change warranty part,NKV 550,Break Down Calls,#1733884349,Samir Paudel,Nishen Adhikari,
2024-07-08 10:33:44,Sahid Gangalal National Heart Center,Check BDU of ventilator,NKV 550,Application,#6937129,Pratikshya Budhathoki,N/A,
2024-07-04 17:52:28,Sahid Gangalal National Heart Center,Exhalation valve leakage of NKV 550 Ventilator,NKV 550,Break Down Calls,#3898106,Prabhakar Neupane,N/A,
2025-04-24 13:38:27,Sahid Gangalal National Heart Center,for ventilator operation,NKV 550,Break Down Call (On Site),#1733884620,Prabhakar Neupane,N/A,
2024-05-26 16:16:12,Sahid Gangalal National Heart Center,O2 sensor calibration fail,NKV 550,Break Down Calls,#8900364,N/A,N/A,"O2 sensor calibration failed. Also, FiO2 failed to reach to the set value"
2024-06-04 11:26:59,Sahid Gangalal National Heart Center,PMS and O2 sensor Replacement,NKV 550,PMS,#5383185,N/A,N/A,
2025-05-22 22:26:41,Sahid Gangalal National Heart Center,Ventilator air psol change,NKV 550,Break Down Call (On Site),#1733884742,Prabhakar Neupane,Sneha Munankami,
2024-12-31 17:31:48,Sahid Gangalal National Heart Center,ventilator check,NKV 550,Break Down Calls,#1733884028,Prabhakar Neupane,Samir Paudel,
2025-06-26 18:27:38,Sahid Gangalal National Heart Center,ventilator issue,NKV 550,Break Down Call (On Site),#1733884939,Prabhakar Neupane,Abiral Dulal,
2025-01-24 17:24:15,Sahid Gangalal National Heart Center,Ventilator Issue,NKV 550,Break Down Calls,#1733884169,Samir Paudel,N/A,
2025-02-19 17:08:51,Sahid Gangalal National Heart Center,ventilator spare change,NKV 550,Break Down Calls,#1733884313,Samir Paudel,Nishen Adhikari,
2024-07-11 16:41:35,Sahid Memorial Hospital, Payment Issue,BTS350,Others,#3714624,N/A,N/A,
2025-05-21 21:55:07,Sahid Memorial Hospital,baseline error,BTS350,Break Down Calls,#1733884737,Sneha,N/A,
2024-10-30 17:37:03,Sahid Memorial Hospital,Baseline Error,BTS350,Break Down Calls,#1255105,Sneha,N/A,
2024-08-20 16:14:36,Sahid Memorial Hospital,Baseline not pass,BTS350,Break Down Calls,#6175072,N/A,N/A,
2026-06-02 15:19:08,Sahid Memorial Hospital,change peristaltic tube,BTS350,Break Down Call (On Site),#1733886331,Sneha,N/A,
2024-08-15 13:01:53,Sahid Memorial Hospital,Installation of machine,BTS350,Installation,#7584093,N/A,N/A,
2025-08-20 11:43:40,Sahid Memorial Hospital,PMS of the machine,BTS350,PMS,#1733885219,Sneha,N/A,
2024-06-25 12:46:04,Sahid Memorial Hospital,BTS350 ISSUE,BTS350,Follow-up(Observation),#9627908,N/A,N/A,
2025-04-30 11:19:18,Sahid Memorial Hospital,BTS PMS,BTS350,PMS,#1733884646,Sneha,N/A,
2025-01-28 17:49:13,Sahid Memorial Hospital,PMS OF BTS350,BTS350,PMS,#1733884187,Sneha,N/A,
2024-12-30 15:54:45,Sahid Memorial Hospital,PMS of the machine,BTS350,PMS,#1733884020,Sneha,N/A,
2025-01-01 05:42:06,Samjhana Laboratory,Avantor - PMS and Expiry Alert !! (3),H33s,PMS,#1733884030,N/A,N/A,
2024-08-12 15:31:26,Samjhana Laboratory,Background abnormal,H33s,Break Down Calls,#8634333,N/A,N/A,
2024-07-18 16:49:55,Samjhana Laboratory,Background voltage abnormal,H33s,Break Down Calls,#5388595,Prabhakar Neupane,N/A,
2024-07-15 10:46:30,Samjhana Laboratory,Background voltage abnormal,H33s,Break Down Calls,#5272713,Prabhakar Neupane,N/A,
2025-06-25 10:11:41,Samjhana Laboratory,Breakdown,H33s,Break Down Call (On Site),#1733884925,Sujan Babu Karki,N/A,
2024-05-28 15:01:05,Samjhana Laboratory,Dilute Lyse Expired,H33s,Break Down Calls,#2241127,Sneha,N/A,"1. Dilute Lyse Expired.
2. PMS"
2025-04-27 13:51:49,Samjhana Laboratory,H33s issue,H33s,Break Down Calls,#1733884627,Sujan Babu Karki,N/A,
2025-07-07 12:39:30,Samjhana Laboratory,LYSE DILUENT EXPIRED,H33s,Break Down Call (On Site),#1733884985,Sujan Babu Karki,N/A,
2024-11-14 17:34:09,Samjhana Laboratory,Platelet High,H33s,Break Down Calls,#4230741,Sujan Babu Karki,N/A,
2025-01-02 16:32:38,Samjhana Laboratory,PMS of the machine,H33s,PMS,#1733884040,N/A,N/A,
2025-04-21 18:07:20,Samjhana Laboratory,RBC aparture voltage abnormal,H33s,Break Down Calls,#1733884606,Prabhakar Neupane,N/A,
2024-10-09 12:02:40,Samjhana Laboratory,Result issue,H33s,Break Down Calls,#1121494,N/A,N/A,
2024-10-23 14:10:23,Samjhana Laboratory,WBC high,H33s,Break Down Calls,#8648099,Sujan Babu Karki,N/A,
2025-08-18 15:18:57,Samyak Diagnostic Laboratory Pvt. Ltd.,issue in baseline error,BTS350,Break Down Call (On Call),#1733885207,Sneha,N/A,
2025-06-18 20:28:33,Saptakoshi Hospital - Biratnagar,installation of ismart 30pro,i-SMART 30 PRO,Installation,#1733884886,Pradip Baral,N/A,
2025-09-28 14:10:17,Saptakoshi Hospital - Biratnagar,ISMART 30PRO PMS,i-SMART 30 PRO,PMS,#1733885432,N/A,N/A,
2026-05-05 09:22:59,Save Life Hospital & Research Center,30pro fan not working,i-SMART 30 PRO,Break Down Call (On Site),#1733886232,Sneha,N/A,
2025-04-22 22:25:27,Save Life Hospital & Research Center,installation of bts,BTS,Installation,#1733884614,Pradip Baral,N/A,
2025-04-22 22:26:04,Save Life Hospital & Research Center,installation of ismart30pro,i-SMART 30 PRO,Installation,#1733884615,Pradip Baral,N/A,
2025-10-16 16:49:39,Save Life Hospital & Research Center,light measure issue,BTS,Break Down Call (On Call),#1733885478,Sneha,N/A,
2025-12-30 17:01:51,Save Life Hospital & Research Center,Software Update,BTS,Break Down Call (On Site),#1733885795,Prabhakar Neupane,N/A,
2026-05-24 10:11:07,Seed Medical Laboratories - Butwal,A-15 photometry Issue,A15,Break Down Call (On Call),#1733886294,Ashish Pathak,N/A,
2025-04-24 13:38:49,Shikhar Public Polyclinic Pvt. Ltd.,ba200 overflow rotor,BA200,Break Down Calls,#1733884621,Sujan Babu Karki,N/A,
2024-07-30 10:05:35,Shikhar Public Polyclinic Pvt. Ltd.,BA200 stirrer home error,BA200,Break Down Calls,#4599954,Prabhakar Neupane,N/A,
2025-04-16 21:16:06,Shikhar Public Polyclinic Pvt. Ltd.,ISSUE IN BA200,BA200,Break Down Calls,#1733884589,Samir Paudel,N/A,
2025-03-02 17:47:57,Shikhar Public Polyclinic Pvt. Ltd.,Issue in BA200,BA200,Break Down Calls,#1733884386,Samir Paudel,N/A,
2025-12-11 14:57:41,Shikhar Public Polyclinic Pvt. Ltd.,overflow issue,BA200,Break Down Call (On Site),#1733885714,Sujan Babu Karki,N/A,
2024-07-31 16:31:06,Shikhar Public Polyclinic Pvt. Ltd.,PMS of BA200,BA200,PMS,#3510017,N/A,N/A,
2025-02-09 10:52:47,Shikhar Public Polyclinic Pvt. Ltd.,PMS of the ba200,BA200,PMS,#1733884239,Samir Paudel,N/A,
2025-05-07 17:52:55,Shikhar Public Polyclinic Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884668,Sneha,N/A,
2025-02-28 17:12:58,Shikhar Public Polyclinic Pvt. Ltd.,problem in home of rotor,BA200,Break Down Calls,#1733884379,Samir Paudel,N/A,
2025-12-02 12:14:21,Shikhar Public Polyclinic Pvt. Ltd.,pump issue,BA200,Break Down Call (On Site),#1733885681,Abiral Dulal,N/A,
2025-04-13 12:42:09,Shikhar Public Polyclinic Pvt. Ltd.,pump issue,BA200,Break Down Calls,#1733884573,Sujan Babu Karki,N/A,
2024-12-04 16:29:21,Shikhar Public Polyclinic Pvt. Ltd.,QC out of range,BA200,Break Down Calls,#3972678,N/A,N/A,
2025-12-09 11:25:02,Shikhar Public Polyclinic Pvt. Ltd.,rotor overflow issue,BA200,Break Down Call (On Site),#1733885703,Samir Paudel,N/A,
2025-03-19 18:12:18,Shikhar Public Polyclinic Pvt. Ltd.,Rotor overflow issue,BA200,Break Down Calls,#1733884472,Samir Paudel,N/A,
2025-12-09 09:44:10,Shikhar Public Polyclinic Pvt. Ltd.,water aspiration issue,BA200,Break Down Call (On Site),#1733885702,Sujan Babu Karki,N/A,
2024-11-14 08:58:05,Shikhar Public Polyclinic Pvt. Ltd.,BioSystems - PMS and Expiry Alert !!,BA200,PMS,#1731553985,N/A,N/A,
2025-05-20 22:01:44,Shrijana Medical Center,PMS OF BA200,BA200,PMS,#1733884724,Sneha,N/A,
2025-12-26 13:05:30,Shrijana Medical Center,PMs of the machine,BA200,PMS,#1733885782,Sujan Babu Karki,N/A,
2025-03-03 09:59:08,Shrijana Medical Center,PMS of the machine - PMS WERE ON HOLD THAT TIME NEW TICKET RAISED,BA200,PMS,#1733884389,Sneha,N/A,
2025-07-10 17:55:32,Shrijana Medical Center,rotor overflow,BA200,Break Down Call (On Site),#1733885005,Sujan Babu Karki,N/A,
2025-08-11 11:31:27,Siddhartha Clinic & Path Lab,installation of bts,BTS,Installation,#1733885164,Pradip Baral,N/A,
2025-08-11 11:32:05,Siddhartha Clinic & Path Lab,installation of H33s,H33s,Installation,#1733885165,Pradip Baral,N/A,
2025-09-02 17:06:18,Siddhartha Clinic & Path Lab,issue in result,BTS,Break Down Call (On Site),#1733885270,Pradip Baral,N/A,
2025-08-25 17:15:30,Siddhartha Clinic & Path Lab,PHOTOMETRY ISSUE,BTS,Break Down Call (On Site),#1733885242,Pradip Baral,N/A,
2025-08-28 12:19:16,Siddhartha Clinic & Path Lab,result issue,BTS,Break Down Call (On Site),#1733885250,Pradip Baral,N/A,
2025-08-14 11:12:15,Siddhartha Clinic & Path Lab,Breakdown,BTS,Break Down Call (On Site),#1733885189,Pradip Baral,N/A,
2026-05-20 11:34:56,Siddhi Poly Path Lab,Application training,BTS,Installation,#1733886289,N/A,Supriya Kuikel,
2026-05-20 10:17:50,Siddhi Poly Path Lab,Installation of machine,BTS,Installation,#1733886288,Sneha,N/A,
2024-11-01 08:44:07,Sindhuli Hospital,Newster - PMS and Expiry Alert !!,SWT5,PMS,#1730429947,Sujan Babu Karki,N/A,
2025-03-02 17:47:37,Sindhuli Hospital,newster issue,SWT5,Break Down Calls,#1733884385,Sujan Babu Karki,N/A,
2024-06-10 11:18:35,Sindhuli Hospital,Operating Guidance of Machine ,SWT5,Break Down Calls,#9236107,N/A,N/A,Machine does not opetrate in automatic mode 
2025-09-21 11:58:10,Sindhuli Hospital,PMS NW5+,SWT5,PMS,#1733885382,Sujan Babu Karki,N/A,
2025-09-21 14:20:27,Sindhuli Hospital,PMS of the machine,SWT5,PMS,#1733885383,Sujan Babu Karki,N/A,
2024-06-07 15:16:50,Sindhuli Hospital,SWT5 operation,SWT5,Follow-up(Observation),#7561315,N/A,N/A,Machine did not operate due to low water pressure. 
2025-02-09 10:52:03,South Asian Healthcare Center Pvt. Ltd.,PMS OF BA200,BA200,PMS,#1733884238,N/A,N/A,
2025-05-27 21:50:40,South Asian Healthcare Center Pvt. Ltd.,pms of the machine,BA200,PMS,#1733884762,Samir Paudel,N/A,
2025-03-25 22:04:40,Sriraj Clinic,BASELINE ERROR,BTS,Break Down Calls,#1733884511,Pradip Baral,N/A,
2024-10-17 09:58:22,Sriraj Clinic,Baseline Error,BTS,Break Down Calls,#9300600,Pradip Baral,N/A,
2025-07-04 22:58:50,Sriraj Clinic,DISPLAY BOARD ISSUE,BTS,Break Down Call (On Site),#1733884975,Pradip Baral,N/A,
2025-08-06 17:20:23,Sriraj Clinic,Photometric issue,BTS,Break Down Call (On Site),#1733885154,Pradip Baral,N/A,
2025-03-03 10:05:23,Sriraj Clinic,PMS of the machine,BTS,PMS,#1733884392,Pradip Baral,N/A,
2025-05-09 19:51:42,Sriraj Clinic,result fluctuating,BTS,Break Down Calls,#1733884676,Pradip Baral,N/A,
2025-06-22 20:37:19,Stupa Community Hospital,hydroextractor issue,RVWE 15,Break Down Call (On Site),#1733884903,Sanu Kaji Tha,N/A,
2025-05-05 16:08:55,Stupa Community Hospital,Installation of machine,RTD 15,Installation,#1733884662,Sanu Kaji Tha,N/A,
2025-12-21 10:22:51,Stupa Community Hospital,issue in laundry,RVWE 15,Break Down Call (On Site),#1733885749,Sanu Kaji Tha,N/A,
2025-05-22 22:21:15,Stupa Community Hospital,issue in laundry,RTD 15,Break Down Calls,#1733884739,Sanu Kaji Tha,N/A,
2025-05-19 13:42:21,Stupa Community Hospital,issue in machine,RVWE 15,Break Down Calls,#1733884716,Sujan Babu Karki,N/A,
2025-07-09 10:46:47,Stupa Community Hospital,laundry check,RTD 15,Break Down Call (On Site),#1733884992,Sujan Babu Karki,N/A,
2026-01-29 12:34:31,Stupa Community Hospital,laundry issue,RVWE 15,Break Down Call (On Site),#1733885896,Sanu Kaji Tha,N/A,
2026-01-07 09:44:20,Stupa Community Hospital,laundry issue,RTD 15,Break Down Call (On Site),#1733885821,Sanu Kaji Tha,N/A,
2025-10-17 10:10:41,Stupa Community Hospital,PMS,RVWE 15,Break Down Call (On Site),#1733885487,Sanu Kaji Tha,N/A,
2025-09-28 13:56:13,Stupa Community Hospital,PMS of laundry,RVWE 15,N/A,#1733885428,Sujan Babu Karki,N/A,
2025-12-28 11:20:26,Stupa Community Hospital,PMS of the machine,RTD 15,Break Down Call (On Site),#1733885787,Sujan Babu Karki,N/A,
2025-02-07 21:27:38,Stupa Community Hospital,preinstallation visit,RVWE 15,Pre Installation,#1733884237,Sanu Kaji Tha,N/A,
2025-07-27 22:45:39,Subba Pathology & Clinic Pvt. Ltd.,ba200 issue,BA200,Break Down Call (On Site),#1733885096,Abiral Dulal,N/A,
2024-06-07 15:27:02,Subba Pathology & Clinic Pvt. Ltd.,BA200 program set up,BA200,Break Down Calls,#5874753,Sneha,N/A,"Need to set up new calibrator , qc "
2025-07-28 17:18:37,Subba Pathology & Clinic Pvt. Ltd.,baseline error,BA200,Break Down Call (On Site),#1733885102,Abiral Dulal,N/A,
2025-01-06 18:03:30,Subba Pathology & Clinic Pvt. Ltd.,baseline error,BA200,Break Down Calls,#1733884064,N/A,N/A,
2026-03-03 17:26:10,Subba Pathology & Clinic Pvt. Ltd.,baseline rejection,BA200,Break Down Call (On Site),#1733886017,Sneha,Pratikshya Budhathoki,
2024-07-24 17:54:21,Subba Pathology & Clinic Pvt. Ltd.,Computer connection issue,BA200,Break Down Calls,#1990487,Sujan Babu Karki,N/A,
2025-03-21 22:18:00,Subba Pathology & Clinic Pvt. Ltd.,home error,BA200,Break Down Calls,#1733884484,Sneha,N/A,
2024-11-06 18:01:26,Subba Pathology & Clinic Pvt. Ltd.,INTERNAL DOSING,BA200,Break Down Calls,#4520447,Samir Paudel,N/A,
2025-03-18 21:04:07,Subba Pathology & Clinic Pvt. Ltd.,issue in ba200,BA200,Break Down Calls,#1733884469,Sujan Babu Karki,N/A,
2024-10-30 17:37:22,Subba Pathology & Clinic Pvt. Ltd.,issue in vertical belt,BA200,Break Down Calls,#2834878,N/A,N/A,
2025-12-03 16:32:36,Subba Pathology & Clinic Pvt. Ltd.,new qc setup,BA200,Break Down Call (On Site),#1733885687,Sneha,N/A,
2025-10-17 09:57:22,Subba Pathology & Clinic Pvt. Ltd.,pms,BA200,Break Down Call (On Site),#1733885485,Abiral Dulal,N/A,
2025-09-28 14:07:09,Subba Pathology & Clinic Pvt. Ltd.,pms of BA200,BA200,PMS,#1733885431,N/A,N/A,
2025-02-23 11:41:09,Subba Pathology & Clinic Pvt. Ltd.,PMS OF BA200,BA200,PMS,#1733884339,Sneha,N/A,
2024-07-16 16:15:43,Subba Pathology & Clinic Pvt. Ltd.,PMS OF BA200,BA200,Break Down Calls,#8973210,Prabhakar Neupane,N/A,
2025-11-28 12:02:29,Subba Pathology & Clinic Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733885658,Sneha,N/A,
2025-07-25 20:38:35,Subba Pathology & Clinic Pvt. Ltd.,qc setup,BA200,Break Down Call (On Call),#1733885085,Samir Paudel,N/A,
2025-08-26 11:11:49,Subba Pathology & Clinic Pvt. Ltd.,Reagent block and software update,BA200,Break Down Call (On Site),#1733885244,Samir Paudel,N/A,
2024-11-29 17:38:56,Subba Pathology & Clinic Pvt. Ltd.,result cross check,BA200,OnSite Visit,#5494833,Prabhakar Neupane,N/A,
2025-10-17 09:56:47,Subba Pathology & Clinic Pvt. Ltd.,"Wash station stuck, home error",BA200,Break Down Call (On Site),#1733885484,Abiral Dulal,N/A,
2025-06-03 16:45:04,Subba Pathology & Clinic Pvt. Ltd.,waste issue,BA200,Break Down Calls,#1733884785,Sujan Babu Karki,N/A,
2025-08-15 14:15:58,Subba Pathology & Clinic Pvt. Ltd.,Breakdown,BA200,Break Down Call (On Call),#1733885199,Prabhakar Neupane,N/A,
2024-10-01 17:58:40,Sudha Polyclinic Pvt. Ltd.,qc out of range,BA200,Break Down Calls,#4551276,N/A,N/A,
2024-09-29 14:41:17,Sudha Polyclinic Pvt. Ltd.,QC AND CALIBRATION VALUE,BA200,OnSite Visit x UT x FollowUp x Application,#3034127,Sneha,N/A,
2025-06-30 18:30:43,Sudha Polyclinic Pvt. Ltd.,Application issue,BA200,Break Down Call (On Call),#1733884951,Prabhakar Neupane,N/A,
2026-05-25 17:00:17,Sudha Polyclinic Pvt. Ltd.,baseline error,BA200,Break Down Call (On Site),#1733886303,Samir Paudel,N/A,
2025-06-09 20:47:53,Sudha Polyclinic Pvt. Ltd.,PMS OF BA200,BA200,PMS,#1733884825,Samir Paudel,N/A,
2025-03-16 14:32:54,Sudha Polyclinic Pvt. Ltd.,PMS of the machine,BA200,PMS,#1733884449,Sneha,N/A,
